,A,B,text,target,stem
3366,29,14,وَلَقَدْ أَرْسَلْنَا نُوحًا إِلَى قَوْمِهِ فَلَبِثَ فِيهِمْ أَلْفَ سَنَةٍ إِلَّا خَمْسِينَ عَامًا فَأَخَذَهُمُ الطُّوفَانُ وَهُمْ ظَالِمُونَ,3354,"['وحا', 'ظالم', 'قد', 'رسل', 'سن', 'بث', 'عام', 'في', 'طوف', 'خمس', 'خذ', 'قوم', 'لف']"
3367,29,15,فَأَنجَيْنَاهُ وَأَصْحَابَ السَّفِينَةِ وَجَعَلْنَاهَا آيَةً لِّلْعَالَمِينَ,3355,"['آي', 'جعل', 'أنجي', 'صحاب', 'عالم', 'سفين']"
3368,29,16,وَإِبْرَاهِيمَ إِذْ قَالَ لِقَوْمِهِ اعْبُدُوا اللَّهَ وَاتَّقُوهُ ذَلِكُمْ خَيْرٌ لَّكُمْ إِن كُنتُمْ تَعْلَمُونَ,3356,"['قوم', 'خير', 'إبراهيم', 'علم', 'تق', 'عبد', 'له', 'ذلكم']"
3369,29,17,إِنَّمَا تَعْبُدُونَ مِن دُونِ اللَّهِ أَوْثَانًا وَتَخْلُقُونَ إِفْكًا إِنَّ الَّذِينَ تَعْبُدُونَ مِن دُونِ اللَّهِ لَا يَمْلِكُونَ لَكُمْ رِزْقًا فَابْتَغُوا عِندَ اللَّهِ الرِّزْقَ وَاعْبُدُوهُ وَاشْكُرُوا لَهُ إِلَيْهِ تُرْجَعُونَ,3357,"['خلق', 'ملك', 'رجع', 'ثا', 'دون', 'عبد', 'رزق', 'عبد', 'بتغ', 'له', 'إفك', 'شكر', 'رزق']"
3370,29,18,وَإِن تُكَذِّبُوا فَقَدْ كَذَّبَ أُمَمٌ مِّن قَبْلِكُمْ وَمَا عَلَى الرَّسُولِ إِلَّا الْبَلَاغُ الْمُبِينُ,3358,"['كذب', 'قبل', 'رسول', 'ذب', 'مم', 'قد', 'مب', 'بلاغ']"
3371,29,19,أَوَلَمْ يَرَوْا كَيْفَ يُبْدِئُ اللَّهُ الْخَلْقَ ثُمَّ يُعِيدُهُ إِنَّ ذَلِكَ عَلَى اللَّهِ يَسِيرٌ,3359,"['رو', 'سير', 'بدئ', 'له', 'خلق', 'عيد', 'كيف']"
3372,29,20,قُلْ سِيرُوا فِي الْأَرْضِ فَانظُرُوا كَيْفَ بَدَأَ الْخَلْقَ ثُمَّ اللَّهُ يُنشِئُ النَّشْأَةَ الْآخِرَةَ إِنَّ اللَّهَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,3360,"['دأ', 'آخرة', 'نظر', 'قدير', 'نشئ', 'أرض', 'له', 'روا', 'خلق', 'نشأ', 'شيء', 'كيف']"
3373,29,21,يُعَذِّبُ مَن يَشَاءُ وَيَرْحَمُ مَن يَشَاءُ وَإِلَيْهِ تُقْلَبُونَ,3361,"['رحم', 'قلب', 'شاء', 'إلى', 'عذب']"
3374,29,22,وَمَا أَنتُم بِمُعْجِزِينَ فِي الْأَرْضِ وَلَا فِي السَّمَاءِ وَمَا لَكُم مِّن دُونِ اللَّهِ مِن وَلِيٍّ وَلَا نَصِيرٍ,3362,"['معجز', 'دون', 'صير', 'أرض', 'له', 'أنتم', 'لي', 'سماء']"
3375,29,23,وَالَّذِينَ كَفَرُوا بِآيَاتِ اللَّهِ وَلِقَائِهِ أُولَئِكَ يَئِسُوا مِن رَّحْمَتِي وَأُولَئِكَ لَهُمْ عَذَابٌ أَلِيمٌ,3363,"['يم', 'فروا', 'رحم', 'آي', 'له', 'قائ', 'ئس', 'أولئك', 'عذاب']"
3376,29,24,فَمَا كَانَ جَوَابَ قَوْمِهِ إِلَّا أَن قَالُوا اقْتُلُوهُ أَوْ حَرِّقُوهُ فَأَنجَاهُ اللَّهُ مِنَ النَّارِ إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّقَوْمٍ يُؤْمِنُونَ,3364,"['جواب', 'ؤمن', 'قوم', 'نجا', 'آي', 'نار', 'قتل', 'له', 'حرق', 'قوم']"
3377,29,25,وَقَالَ إِنَّمَا اتَّخَذْتُم مِّن دُونِ اللَّهِ أَوْثَانًا مَّوَدَّةَ بَيْنِكُمْ فِي الْحَيَاةِ الدُّنْيَا ثُمَّ يَوْمَ الْقِيَامَةِ يَكْفُرُ بَعْضُكُم بِبَعْضٍ وَيَلْعَنُ بَعْضُكُم بَعْضًا وَمَأْوَاكُمُ النَّارُ وَمَا لَكُم مِّن نَّاصِرِينَ,3365,"['قيام', 'ثا', 'لع', 'دون', 'بعض', 'مأوا', 'قال', 'حيا', 'دني', 'وم', 'نار', 'مود', 'له', 'كفر', 'اتخذ', 'ناصر', 'عضا', 'بين']"
3378,29,26,فَآمَنَ لَهُ لُوطٌ وَقَالَ إِنِّي مُهَاجِرٌ إِلَى رَبِّي إِنَّهُ هُوَ الْعَزِيزُ الْحَكِيمُ,3366,"['آمن', 'قال', 'مهاجر', 'عزيز', 'حكيم', 'وط', 'رب']"
3379,29,27,وَوَهَبْنَا لَهُ إِسْحَاقَ وَيَعْقُوبَ وَجَعَلْنَا فِي ذُرِّيَّتِهِ النُّبُوَّةَ وَالْكِتَابَ وَآتَيْنَاهُ أَجْرَهُ فِي الدُّنْيَا وَإِنَّهُ فِي الْآخِرَةِ لَمِنَ الصَّالِحِينَ,3367,"['وهب', 'آتين', 'إن', 'نبو', 'آخرة', 'إسحاق', 'جر', 'دني', 'كتاب', 'صالح', 'عقوب', 'جعل', 'من', 'ذر']"
3380,29,28,وَلُوطًا إِذْ قَالَ لِقَوْمِهِ إِنَّكُمْ لَتَأْتُونَ الْفَاحِشَةَ مَا سَبَقَكُم بِهَا مِنْ أَحَدٍ مِّنَ الْعَالَمِينَ,3368,"['قوم', 'أت', 'سبق', 'وط', 'حد', 'عالم', 'فاحش', 'بها', 'إن']"
3381,29,29,أَئِنَّكُمْ لَتَأْتُونَ الرِّجَالَ وَتَقْطَعُونَ السَّبِيلَ وَتَأْتُونَ فِي نَادِيكُمُ الْمُنكَرَ فَمَا كَانَ جَوَابَ قَوْمِهِ إِلَّا أَن قَالُوا ائْتِنَا بِعَذَابِ اللَّهِ إِن كُنتَ مِنَ الصَّادِقِينَ,3369,"['جواب', 'أت', 'منكر', 'سبيل', 'ئن', 'صادق', 'له', 'قطع', 'ناد', 'رجال', 'ئت', 'عذاب', 'قوم', 'أت', 'نت']"
3382,29,30,قَالَ رَبِّ انصُرْنِي عَلَى الْقَوْمِ الْمُفْسِدِينَ,3370,"['مفسد', 'قوم', 'نصر', 'رب']"
3383,29,31,وَلَمَّا جَاءَتْ رُسُلُنَا إِبْرَاهِيمَ بِالْبُشْرَى قَالُوا إِنَّا مُهْلِكُو أَهْلِ هَذِهِ الْقَرْيَةِ إِنَّ أَهْلَهَا كَانُوا ظَالِمِينَ,3371,"['هل', 'جاء', 'رسل', 'بشرى', 'إبراهيم', 'قر', 'هل', 'ظالم', 'مهلك', 'هذه']"
3384,29,32,قَالَ إِنَّ فِيهَا لُوطًا قَالُوا نَحْنُ أَعْلَمُ بِمَن فِيهَا لَنُنَجِّيَنَّهُ وَأَهْلَهُ إِلَّا امْرَأَتَهُ كَانَتْ مِنَ الْغَابِرِينَ,3372,"['وط', 'غابر', 'امرأ', 'نجي', 'هل', 'علم', 'من']"
3385,29,33,وَلَمَّا أَن جَاءَتْ رُسُلُنَا لُوطًا سِيءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعًا وَقَالُوا لَا تَخَفْ وَلَا تَحْزَنْ إِنَّا مُنَجُّوكَ وَأَهْلَكَ إِلَّا امْرَأَتَكَ كَانَتْ مِنَ الْغَابِرِينَ,3373,"['وط', 'امرأ', 'جاء', 'خف', 'هل', 'رسل', 'هم', 'سيء', 'منج', 'حز', 'غابر', 'قال', 'ضاق', 'ذرع']"
3386,29,34,إِنَّا مُنزِلُونَ عَلَى أَهْلِ هَذِهِ الْقَرْيَةِ رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,3374,"['رجز', 'قر', 'فسق', 'هل', 'منزل', 'هذه', 'سماء']"
3387,29,35,وَلَقَد تَّرَكْنَا مِنْهَا آيَةً بَيِّنَةً لِّقَوْمٍ يَعْقِلُونَ,3375,"['رك', 'آي', 'قد', 'من', 'قوم', 'ين', 'عقل']"
3388,29,36,وَإِلَى مَدْيَنَ أَخَاهُمْ شُعَيْبًا فَقَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ وَارْجُوا الْيَوْمَ الْآخِرَ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,3376,"['مفسد', 'يوم', 'عث', 'إلى', 'أخا', 'قال', 'شعيب', 'قوم', 'عبد', 'أرض', 'مد', 'له', 'آخر', 'رج']"
3389,29,37,فَكَذَّبُوهُ فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جَاثِمِينَ,3377,"['ذبو', 'جاثم', 'أخذ', 'أصبح', 'دار', 'رجف']"
3390,29,38,وَعَادًا وَثَمُودَ وَقَد تَّبَيَّنَ لَكُم مِّن مَّسَاكِنِهِمْ وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ وَكَانُوا مُسْتَبْصِرِينَ,3378,"['عاد', 'ثمود', 'عمال', 'مساك', 'سبيل', 'بي', 'شيط', 'مستبصر', 'زي', 'صد']"
3391,29,39,وَقَارُونَ وَفِرْعَوْنَ وَهَامَانَ وَلَقَدْ جَاءَهُم مُّوسَى بِالْبَيِّنَاتِ فَاسْتَكْبَرُوا فِي الْأَرْضِ وَمَا كَانُوا سَابِقِينَ,3379,"['قار', 'قد', 'جاء', 'فرع', 'سابق', 'ستكبر', 'هام', 'بين', 'أرض', 'موسى']"
3392,29,40,فَكُلًّا أَخَذْنَا بِذَنبِهِ فَمِنْهُم مَّنْ أَرْسَلْنَا عَلَيْهِ حَاصِبًا وَمِنْهُم مَّنْ أَخَذَتْهُ الصَّيْحَةُ وَمِنْهُم مَّنْ خَسَفْنَا بِهِ الْأَرْضَ وَمِنْهُم مَّنْ أَغْرَقْنَا وَمَا كَانَ اللَّهُ لِيَظْلِمَهُمْ وَلَكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,3380,"['ظلم', 'على', 'رسل', 'حاصب', 'غرق', 'نفس', 'كلا', 'ذنب', 'لكن', 'خذ', 'ظلم', 'صيح', 'من', 'أرض', 'له', 'خذ', 'خسف', 'من']"
3393,29,41,مَثَلُ الَّذِينَ اتَّخَذُوا مِن دُونِ اللَّهِ أَوْلِيَاءَ كَمَثَلِ الْعَنكَبُوتِ اتَّخَذَتْ بَيْتًا وَإِنَّ أَوْهَنَ الْبُيُوتِ لَبَيْتُ الْعَنكَبُوتِ لَوْ كَانُوا يَعْلَمُونَ,3381,"['بي', 'لياء', 'مثل', 'بيوت', 'عنكبوت', 'دون', 'يتا', 'اتخذ', 'له', 'علم', 'مثل', 'هن', 'تخذ']"
3394,29,42,إِنَّ اللَّهَ يَعْلَمُ مَا يَدْعُونَ مِن دُونِهِ مِن شَيْءٍ وَهُوَ الْعَزِيزُ الْحَكِيمُ,3382,"['دع', 'عزيز', 'علم', 'حكيم', 'له', 'هو', 'شيء', 'دو']"
3395,29,43,وَتِلْكَ الْأَمْثَالُ نَضْرِبُهَا لِلنَّاسِ وَمَا يَعْقِلُهَا إِلَّا الْعَالِمُونَ,3383,"['ضرب', 'تلك', 'أمثال', 'عالم', 'عقل', 'ناس']"
3396,29,44,خَلَقَ اللَّهُ السَّمَاوَاتِ وَالْأَرْضَ بِالْحَقِّ إِنَّ فِي ذَلِكَ لَآيَةً لِّلْمُؤْمِنِينَ,3384,"['مؤمن', 'آي', 'خلق', 'أرض', 'له', 'حق', 'سماو']"
3397,29,45,اتْلُ مَا أُوحِيَ إِلَيْكَ مِنَ الْكِتَابِ وَأَقِمِ الصَّلَاةَ إِنَّ الصَّلَاةَ تَنْهَى عَنِ الْفَحْشَاءِ وَالْمُنكَرِ وَلَذِكْرُ اللَّهِ أَكْبَرُ وَاللَّهُ يَعْلَمُ مَا تَصْنَعُونَ,3385,"['فحشاء', 'نهى', 'قم', 'كبر', 'تل', 'حي', 'ذكر', 'علم', 'له', 'كتاب', 'له', 'منكر', 'صنع', 'صلا']"
3398,29,46,وَلَا تُجَادِلُوا أَهْلَ الْكِتَابِ إِلَّا بِالَّتِي هِيَ أَحْسَنُ إِلَّا الَّذِينَ ظَلَمُوا مِنْهُمْ وَقُولُوا آمَنَّا بِالَّذِي أُنزِلَ إِلَيْنَا وَأُنزِلَ إِلَيْكُمْ وَإِلَهُنَا وَإِلَهُكُمْ وَاحِدٌ وَنَحْنُ لَهُ مُسْلِمُونَ,3386,"['إله', 'نزل', 'إلى', 'آمن', 'الذي', 'مسلم', 'ظلم', 'نزل', 'التي', 'إلى', 'من', 'إله', 'جادل', 'هل', 'كتاب', 'حد', 'حس', 'قول']"
3399,30,38,فَآتِ ذَا الْقُرْبَى حَقَّهُ وَالْمِسْكِينَ وَابْنَ السَّبِيلِ ذَلِكَ خَيْرٌ لِّلَّذِينَ يُرِيدُونَ وَجْهَ اللَّهِ وَأُولَئِكَ هُمُ الْمُفْلِحُونَ,3447,"['قربى', 'خير', 'ذا', 'مسك', 'سبيل', 'ريد', 'آت', 'جه', 'اللذين', 'بن', 'له', 'مفلح', 'حق']"
3400,29,47,وَكَذَلِكَ أَنزَلْنَا إِلَيْكَ الْكِتَابَ فَالَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يُؤْمِنُونَ بِهِ وَمِنْ هَؤُلَاءِ مَن يُؤْمِنُ بِهِ وَمَا يَجْحَدُ بِآيَاتِنَا إِلَّا الْكَافِرُونَ,3387,"['ؤم', 'آيات', 'ؤمن', 'آتين', 'جحد', 'كتاب', 'الذين', 'كافر', 'نزل', 'كذلك']"
3401,29,48,وَمَا كُنتَ تَتْلُو مِن قَبْلِهِ مِن كِتَابٍ وَلَا تَخُطُّهُ بِيَمِينِكَ إِذًا لَّارْتَابَ الْمُبْطِلُونَ,3388,"['يمين', 'خط', 'مبطل', 'ارتاب', 'نت', 'تاب', 'قبل', 'تلو']"
3402,29,49,بَلْ هُوَ آيَاتٌ بَيِّنَاتٌ فِي صُدُورِ الَّذِينَ أُوتُوا الْعِلْمَ وَمَا يَجْحَدُ بِآيَاتِنَا إِلَّا الظَّالِمُونَ,3389,"['تو', 'آيات', 'ين', 'آي', 'علم', 'جحد', 'ظالم', 'صدور']"
3403,29,50,وَقَالُوا لَوْلَا أُنزِلَ عَلَيْهِ آيَاتٌ مِّن رَّبِّهِ قُلْ إِنَّمَا الْآيَاتُ عِندَ اللَّهِ وَإِنَّمَا أَنَا نَذِيرٌ مُّبِينٌ,3390,"['نزل', 'على', 'آي', 'رب', 'آي', 'لولا', 'مب', 'قال', 'له', 'ذير']"
3404,29,51,أَوَلَمْ يَكْفِهِمْ أَنَّا أَنزَلْنَا عَلَيْكَ الْكِتَابَ يُتْلَى عَلَيْهِمْ إِنَّ فِي ذَلِكَ لَرَحْمَةً وَذِكْرَى لِقَوْمٍ يُؤْمِنُونَ,3391,"['على', 'نزل', 'ؤمن', 'قوم', 'كف', 'كتاب', 'تلى', 'ذكرى', 'رحم']"
3405,29,52,قُلْ كَفَى بِاللَّهِ بَيْنِي وَبَيْنَكُمْ شَهِيدًا يَعْلَمُ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ وَالَّذِينَ آمَنُوا بِالْبَاطِلِ وَكَفَرُوا بِاللَّهِ أُولَئِكَ هُمُ الْخَاسِرُونَ,3392,"['باطل', 'آمنو', 'بين', 'بين', 'فى', 'له', 'شهيد', 'علم', 'فروا', 'سماو', 'أرض', 'خاسر', 'أولئك']"
3406,29,53,وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ وَلَوْلَا أَجَلٌ مُّسَمًّى لَّجَاءَهُمُ الْعَذَابُ وَلَيَأْتِيَنَّهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,3393,"['أتي', 'شعر', 'ويستعجلونك', 'عذاب', 'مسمى', 'أجل', 'جاء', 'عذاب', 'لولا', 'غت']"
3407,29,54,يَسْتَعْجِلُونَكَ بِالْعَذَابِ وَإِنَّ جَهَنَّمَ لَمُحِيطَةٌ بِالْكَافِرِينَ,3394,"['يستعجلونك', 'عذاب', 'محيط', 'كافر', 'جهنم']"
3408,29,55,يَوْمَ يَغْشَاهُمُ الْعَذَابُ مِن فَوْقِهِمْ وَمِن تَحْتِ أَرْجُلِهِمْ وَيَقُولُ ذُوقُوا مَا كُنتُمْ تَعْمَلُونَ,3395,"['رجل', 'قول', 'ذوق', 'تحت', 'فوق', 'وم', 'عذاب', 'عمل', 'غشا']"
3409,29,56,يَا عِبَادِيَ الَّذِينَ آمَنُوا إِنَّ أَرْضِي وَاسِعَةٌ فَإِيَّايَ فَاعْبُدُونِ,3396,"['عباد', 'آمنو', 'عبدو', 'اسع', 'رض', 'إياي']"
3410,29,57,كُلُّ نَفْسٍ ذَائِقَةُ الْمَوْتِ ثُمَّ إِلَيْنَا تُرْجَعُونَ,3397,"['رجع', 'إلى', 'نفس', 'ذائق', 'موت']"
3411,29,58,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَنُبَوِّئَنَّهُم مِّنَ الْجَنَّةِ غُرَفًا تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا نِعْمَ أَجْرُ الْعَامِلِينَ,3398,"['صالح', 'جن', 'بوئ', 'آمنو', 'غرف', 'خالد', 'أنهار', 'نعم', 'جر', 'عامل', 'عمل', 'جر']"
3412,29,59,الَّذِينَ صَبَرُوا وَعَلَى رَبِّهِمْ يَتَوَكَّلُونَ,3399,"['صبر', 'رب', 'توكل']"
3413,29,60,وَكَأَيِّن مِّن دَابَّةٍ لَّا تَحْمِلُ رِزْقَهَا اللَّهُ يَرْزُقُهَا وَإِيَّاكُمْ وَهُوَ السَّمِيعُ الْعَلِيمُ,3400,"['عليم', 'إياكم', 'رزق', 'حمل', 'رزق', 'له', 'سميع', 'داب', 'هو', 'كأين']"
3414,29,61,وَلَئِن سَأَلْتَهُم مَّنْ خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ لَيَقُولُنَّ اللَّهُ فَأَنَّى يُؤْفَكُونَ,3401,"['قمر', 'لت', 'سخر', 'خلق', 'سماو', 'أرض', 'قول', 'شمس', 'له', 'أنى', 'لئن', 'ؤفك']"
3415,29,62,اللَّهُ يَبْسُطُ الرِّزْقَ لِمَن يَشَاءُ مِنْ عِبَادِهِ وَيَقْدِرُ لَهُ إِنَّ اللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,3402,"['كل', 'شاء', 'قدر', 'عليم', 'له', 'عباد', 'شيء', 'من', 'بسط', 'رزق']"
3416,29,63,وَلَئِن سَأَلْتَهُم مَّن نَّزَّلَ مِنَ السَّمَاءِ مَاءً فَأَحْيَا بِهِ الْأَرْضَ مِن بَعْدِ مَوْتِهَا لَيَقُولُنَّ اللَّهُ قُلِ الْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لَا يَعْقِلُونَ,3403,"['حيا', 'له', 'مو', 'حمد', 'لئن', 'أرض', 'عقل', 'بعد', 'زل', 'قول', 'له', 'ماء', 'أكثر', 'لت', 'سماء']"
3417,29,64,وَمَا هَذِهِ الْحَيَاةُ الدُّنْيَا إِلَّا لَهْوٌ وَلَعِبٌ وَإِنَّ الدَّارَ الْآخِرَةَ لَهِيَ الْحَيَوَانُ لَوْ كَانُوا يَعْلَمُونَ,3404,"['عب', 'آخرة', 'حيا', 'دني', 'هو', 'دار', 'حيو', 'علم', 'هي', 'هذه']"
3418,29,65,فَإِذَا رَكِبُوا فِي الْفُلْكِ دَعَوُا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ فَلَمَّا نَجَّاهُمْ إِلَى الْبَرِّ إِذَا هُمْ يُشْرِكُونَ,3405,"['دين', 'جا', 'بر', 'ركب', 'له', 'شرك', 'مخلص', 'دع', 'إذا', 'فلك']"
3419,29,66,لِيَكْفُرُوا بِمَا آتَيْنَاهُمْ وَلِيَتَمَتَّعُوا فَسَوْفَ يَعْلَمُونَ,3406,"['كفر', 'تمتع', 'سوف', 'آتين', 'علم']"
3420,29,67,أَوَلَمْ يَرَوْا أَنَّا جَعَلْنَا حَرَمًا آمِنًا وَيُتَخَطَّفُ النَّاسُ مِنْ حَوْلِهِمْ أَفَبِالْبَاطِلِ يُؤْمِنُونَ وَبِنِعْمَةِ اللَّهِ يَكْفُرُونَ,3407,"['نعم', 'كفر', 'رو', 'آمن', 'جعل', 'ؤمن', 'ناس', 'تخطف', 'له', 'باطل', 'حول', 'حرم']"
3421,29,68,وَمَنْ أَظْلَمُ مِمَّنِ افْتَرَى عَلَى اللَّهِ كَذِبًا أَوْ كَذَّبَ بِالْحَقِّ لَمَّا جَاءَهُ أَلَيْسَ فِي جَهَنَّمَ مَثْوًى لِّلْكَافِرِينَ,3408,"['فترى', 'ظلم', 'مثوى', 'ذب', 'له', 'حق', 'جهنم', 'ممن', 'ذبا', 'جاء', 'ليس', 'كافر', 'لما']"
3422,29,69,وَالَّذِينَ جَاهَدُوا فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا وَإِنَّ اللَّهَ لَمَعَ الْمُحْسِنِينَ,3409,"['في', 'محسن', 'مع', 'هدي', 'جاهد', 'له', 'سبل']"
3423,30,1,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ الم,3410,"['سم', 'رحمن', 'له', 'لم', 'رحيم']"
3424,30,2,غُلِبَتِ الرُّومُ,3411,"['غلب', 'روم']"
3425,30,3,فِي أَدْنَى الْأَرْضِ وَهُم مِّن بَعْدِ غَلَبِهِمْ سَيَغْلِبُونَ,3412,"['غلب', 'دنى', 'غلب', 'بعد', 'أرض']"
3426,30,4,فِي بِضْعِ سِنِينَ لِلَّهِ الْأَمْرُ مِن قَبْلُ وَمِن بَعْدُ وَيَوْمَئِذٍ يَفْرَحُ الْمُؤْمِنُونَ,3413,"['يومئذ', 'بضع', 'له', 'أمر', 'مؤمن', 'بعد', 'ين', 'فرح']"
3427,30,5,بِنَصْرِ اللَّهِ يَنصُرُ مَن يَشَاءُ وَهُوَ الْعَزِيزُ الرَّحِيمُ,3414,"['نصر', 'شاء', 'عزيز', 'له', 'هو', 'نصر', 'رحيم']"
3428,30,6,وَعْدَ اللَّهِ لَا يُخْلِفُ اللَّهُ وَعْدَهُ وَلَكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,3415,"['أكثر', 'خلف', 'ناس', 'لكن', 'له', 'عد', 'علم', 'عد']"
3429,30,7,يَعْلَمُونَ ظَاهِرًا مِّنَ الْحَيَاةِ الدُّنْيَا وَهُمْ عَنِ الْآخِرَةِ هُمْ غَافِلُونَ,3416,"['غافل', 'آخرة', 'ظاهر', 'حيا', 'دني', 'علم']"
3430,30,8,أَوَلَمْ يَتَفَكَّرُوا فِي أَنفُسِهِم مَّا خَلَقَ اللَّهُ السَّمَاوَاتِ وَالْأَرْضَ وَمَا بَيْنَهُمَا إِلَّا بِالْحَقِّ وَأَجَلٍ مُّسَمًّى وَإِنَّ كَثِيرًا مِّنَ النَّاسِ بِلِقَاءِ رَبِّهِمْ لَكَافِرُونَ,3417,"['كافرو', 'بين', 'مسمى', 'نفس', 'لقاء', 'ناس', 'تفكر', 'جل', 'خلق', 'سماو', 'حق', 'أرض', 'له', 'رب']"
3431,31,9,خَالِدِينَ فِيهَا وَعْدَ اللَّهِ حَقًّا وَهُوَ الْعَزِيزُ الْحَكِيمُ,3478,"['حق', 'خالد', 'عزيز', 'حكيم', 'له', 'عد', 'هو']"
3432,30,9,أَوَلَمْ يَسِيرُوا فِي الْأَرْضِ فَيَنظُرُوا كَيْفَ كَانَ عَاقِبَةُ الَّذِينَ مِن قَبْلِهِمْ كَانُوا أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُوا الْأَرْضَ وَعَمَرُوهَا أَكْثَرَ مِمَّا عَمَرُوهَا وَجَاءَتْهُمْ رُسُلُهُم بِالْبَيِّنَاتِ فَمَا كَانَ اللَّهُ لِيَظْلِمَهُمْ وَلَكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,3418,"['عمر', 'أرض', 'أثار', 'كيف', 'شد', 'عمر', 'ظلم', 'قو', 'جاء', 'نفس', 'لكن', 'بين', 'سير', 'رسل', 'قبل', 'ظلم', 'أكثر', 'عاقب', 'من', 'نظر', 'له']"
3433,30,10,ثُمَّ كَانَ عَاقِبَةَ الَّذِينَ أَسَاءُوا السُّوأَى أَن كَذَّبُوا بِآيَاتِ اللَّهِ وَكَانُوا بِهَا يَسْتَهْزِئُونَ,3419,"['يستهزئ', 'سوأى', 'آي', 'عاقب', 'له', 'ذبوا', 'ساء', 'بها']"
3434,30,11,اللَّهُ يَبْدَأُ الْخَلْقَ ثُمَّ يُعِيدُهُ ثُمَّ إِلَيْهِ تُرْجَعُونَ,3420,"['رجع', 'بدأ', 'له', 'خلق', 'عيد']"
3435,30,12,وَيَوْمَ تَقُومُ السَّاعَةُ يُبْلِسُ الْمُجْرِمُونَ,3421,"['مجرم', 'ساع', 'يبلس', 'قوم', 'وم']"
3436,30,13,وَلَمْ يَكُن لَّهُم مِّن شُرَكَائِهِمْ شُفَعَاءُ وَكَانُوا بِشُرَكَائِهِمْ كَافِرِينَ,3422,"['شفعاء', 'لم', 'كن', 'شركائ', 'افر', 'شركائ']"
3437,30,14,وَيَوْمَ تَقُومُ السَّاعَةُ يَوْمَئِذٍ يَتَفَرَّقُونَ,3423,"['يومئذ', 'ساع', 'قوم', 'تفرق', 'وم']"
3438,30,15,فَأَمَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ يُحْبَرُونَ,3424,"['صالح', 'أما', 'آمنو', 'حبر', 'عمل', 'روض']"
3439,30,16,وَأَمَّا الَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا وَلِقَاءِ الْآخِرَةِ فَأُولَئِكَ فِي الْعَذَابِ مُحْضَرُونَ,3425,"['فروا', 'آيات', 'ذبوا', 'محضر', 'قاء', 'آخرة', 'أولئك', 'عذاب']"
3440,30,17,فَسُبْحَانَ اللَّهِ حِينَ تُمْسُونَ وَحِينَ تُصْبِحُونَ,3426,"['مس', 'صبح', 'له', 'سبحان', 'حين']"
3441,30,18,وَلَهُ الْحَمْدُ فِي السَّمَاوَاتِ وَالْأَرْضِ وَعَشِيًّا وَحِينَ تُظْهِرُونَ,3427,"['ظهر', 'حمد', 'أرض', 'سماو', 'له', 'عشي', 'حين']"
3442,30,19,يُخْرِجُ الْحَيَّ مِنَ الْمَيِّتِ وَيُخْرِجُ الْمَيِّتَ مِنَ الْحَيِّ وَيُحْيِي الْأَرْضَ بَعْدَ مَوْتِهَا وَكَذَلِكَ تُخْرَجُونَ,3428,"['خرج', 'حيي', 'مو', 'ميت', 'خرج', 'خرج', 'أرض', 'بعد', 'حي', 'كذلك']"
3443,30,20,وَمِنْ آيَاتِهِ أَنْ خَلَقَكُم مِّن تُرَابٍ ثُمَّ إِذَا أَنتُم بَشَرٌ تَنتَشِرُونَ,3429,"['نتشر', 'خلق', 'آيا', 'أنتم', 'راب', 'شر']"
