common_roots,relevance_degree,fasttext
0,0,-0.0993073688659955
1,1,0.1722647839596495
4,1,0.2338896185728791
0,1,0.1622221916562929
3,1,0.4569341675935593
0,1,0.2385046502027879
1,1,0.034499127270493
0,1,0.1300854150047553
1,1,0.1162179329258734
1,2,0.4579318349686345
0,1,-0.1126035460151416
3,2,0.3520433517232436
1,2,0.4201874667589936
1,2,0.2618036531974372
0,2,0.0011623866261744
1,2,0.3010365494949323
2,1,0.3291607285299345
0,1,0.0670272428574356
1,1,0.2460453608810847
3,1,0.5259228917885204
1,2,0.317105911489195
3,2,0.4434082365521165
1,1,-0.0283746136896824
0,1,0.2098997651714811
2,1,0.6271165191695096
0,1,0.2418592928169678
5,2,0.3686585560957013
4,2,0.2190734868293991
0,1,0.3360791486736563
3,1,0.585243811338435
0,1,0.1017892932328814
0,1,0.1793202746612567
1,2,0.008189959533117
4,1,0.3620370673918184
0,1,0.2243581619187771
0,1,0.0962878873469386
1,2,0.2202405065573426
1,2,0.3323924090468955
2,2,0.5234078665565776
0,1,0.0401840485271997
0,2,0.3155125046934842
1,1,0.1472886858025288
2,2,0.5914835522830661
3,2,0.568129899590977
1,2,0.1670370470780906
5,2,0.3075675162962451
2,1,0.2898858520793697
0,2,0.2137109621286831
0,2,0.236854667266418
1,2,0.4120311808290108
1,1,-0.1210026302757337
1,1,-0.0467385122389289
2,2,0.5032168899840378
2,2,0.2696633687807039
1,2,0.2595715214220146
0,0,-0.1109986123035227
3,2,0.5702044007174439
0,1,0.384507279671727
4,2,0.6859755499298894
2,2,0.5727617212658382
2,1,0.5049034025818371
4,1,0.2259156627174376
6,2,0.2963694614980889
1,1,0.1663597391235626
0,0,0.0572934197473133
0,0,-0.030357841624161
1,1,0.2469801804578328
0,1,0.014459092724361
1,1,0.1827899601988482
1,1,0.1673023979920522
2,1,0.1057940375572327
6,1,0.2492001746190356
0,1,0.0918994602579187
1,2,0.1683345906264685
2,2,0.3399048082044051
1,2,0.3069002208713465
3,2,0.6354997983101612
5,2,0.5651106993199444
1,0,0.1789178018882275
3,2,0.6228357830631829
1,1,0.3945867820100592
4,2,0.7163846116158734
3,2,0.6312787546387065
16,1,0.449562911998964
6,1,0.6813509878859112
2,1,0.3788963228237755
7,2,0.4703095298554226
2,1,0.4190003624472693
2,1,0.363029742008755
0,0,-0.0698600270339149
3,1,0.6142931830389595
2,1,0.6013479979360834
0,1,0.1099283730096173
14,2,0.5833352833009209
5,2,0.505737244121302
4,0,0.4180146047531268
2,1,0.5651484086288827
3,1,0.5308195874160337
0,1,0.0260849268084669
1,1,0.237804036997627
0,1,0.1695009187442328
0,1,0.1096211090845158
0,1,0.6149390670573924
1,0,0.1162427880929193
0,1,-0.037451076820967
0,1,0.4658715362184391
0,1,0.0124260950325647
1,1,0.2952828887916394
0,1,0.2172080962855986
0,1,0.1347043694258987
2,1,0.3622336187565297
4,1,0.5155995868047272
2,1,0.439788311842969
3,2,0.4864350815227309
3,2,0.431145981350363
1,2,0.1339691543253974
1,2,0.4361191224229
1,2,0.2028394472404721
1,1,0.040741373259355
0,1,0.0037984055811139
0,1,0.2791722276588004
2,2,0.5002860165389347
4,2,0.1544042133581855
0,1,-0.0104522562082011
3,1,0.2049064986930159
0,1,-0.1482705255922493
2,2,0.3716450853936119
2,2,0.3012080502554001
6,2,0.6868866795990021
4,2,0.3584204929970793
0,1,0.0933733332220341
1,2,0.0327415164825802
3,0,0.0397622550456084
2,0,0.350762318413009
3,0,0.6705247582561922
1,0,0.3162113692717214
21,1,0.8137522341782538
1,0,0.2598529146928167
2,2,0.3624577748396568
1,1,0.3759982440403991
3,0,-0.0518174033962215
1,0,0.4008921395322934
1,0,0.0857560231384421
1,0,0.388656400316245
1,0,0.0692393353821258
6,2,0.6017276876151055
11,1,0.500536661331595
3,1,0.2112189230090828
0,2,-0.0458639288484892
0,2,-0.0675919939172248
0,1,0.13492770768744
2,2,0.4836624275037296
3,2,0.5540627182430897
0,1,0.0870832653760421
2,1,0.6758886851821887
0,2,-0.1790929641717792
1,2,0.3254090846312437
3,2,0.246267660798358
0,1,0.1334869699451164
0,0,0.1238952925892367
2,1,0.2835125255608701
0,0,0.3245091525136878
0,0,0.2141440207408604
2,1,0.3100222104109118
3,0,0.3563367677961483
1,0,0.1531311808684606
3,1,0.183705051991389
1,2,0.3665662736058726
2,1,0.4734004653698425
2,2,0.6149709097887482
1,1,0.092252160227563
2,1,0.2382794022544895
0,0,0.126313326700218
1,1,0.0580564578491688
5,2,0.5848866706367133
3,1,0.5783151380795657
6,2,0.3901385651918118
4,2,0.4829054877897004
3,2,0.1244594488260991
10,2,0.4755595665320996
1,1,-0.0126913743021865
2,2,0.2201388815092162
1,1,0.2560164993507393
2,2,0.4435512134645122
3,1,0.5336595913075681
1,1,0.4274655350619774
2,2,0.4678440180468035
1,1,0.512685098840032
5,1,0.6330700058154544
8,1,0.3195791078573454
3,1,0.1766429911473241
1,1,0.3380557815052497
1,1,0.3091869353417135
1,2,0.4525727726748927
1,2,0.2484552862853742
2,1,0.1874136392161766
1,1,0.293015876537439
0,1,0.2525255605346601
0,1,0.1939619448381729
3,0,0.3346315680008782
3,0,0.1731883416907604
5,1,0.482750082913308
2,0,-0.021979687447957
0,0,0.1281947885469693
4,1,0.2219649397830308
9,1,0.482750082913308
5,1,0.5451040376618196
3,1,0.3800184939046587
2,2,0.2728100305133325
0,0,0.3491793181135368
4,2,0.4996613162542611
3,2,0.579006573912271
2,2,0.3345335955436723
4,2,0.324133595392774
4,2,0.2637452752051988
0,0,0.3416510891521331
0,0,-0.0445350142246544
0,0,0.1383752696202985
1,1,-0.0281770861820087
1,2,0.2975295584195601
1,2,0.2658440970257971
0,1,0.2209111582003476
0,2,-0.0672055750343108
1,1,0.3473156759607959
2,1,0.3954212980949181
0,1,0.1073543920234975
6,2,0.8976414532782345
1,2,0.3693561827792639
1,1,0.4693808555030893
0,2,0.0880028130642694
0,1,0.1425535330557796
1,2,0.1904908091774516
0,1,-0.0668125219063484
0,1,-0.1017169339240259
1,2,0.0670617162987899
0,1,-0.1806315467153929
0,2,0.2016031243936596
3,2,0.4813987792478965
0,1,-0.14270327211026
0,0,-0.0880437172855077
0,2,0.3183709882138569
2,2,0.144494492352016
1,1,0.3989002072832234
1,2,0.1303423707935586
1,2,0.0072874517671207
0,2,0.2293018997345449
1,2,0.5489304825120023
3,2,0.6500458144039736
1,2,0.4943406784975564
0,1,0.3942909230560659
2,1,0.3328658752653327
3,2,0.6387805399157853
2,1,0.0890959879352055
0,2,0.3596835800954385
6,2,0.6859755499298894
5,1,0.5132723496738731
5,2,0.5394683655999325
5,2,0.6476219267156909
3,2,0.6040457817565114
0,1,0.1637015905155572
1,2,0.1215966196524063
3,2,0.4660983494608487
3,2,0.55496239783739
0,1,0.3212522791804849
5,2,0.7149441625771134
3,2,0.3515553496387733
3,2,0.3659330536879641
4,2,0.3593530163622222
2,1,-0.146687497897289
1,1,0.2452769064729841
6,2,0.7603202940794415
6,1,0.5479274163235975
1,1,0.3907327040650412
11,2,0.7251474781551509
0,1,0.1619252850750338
5,1,0.4862261229977315
3,2,0.2394392032634342
3,2,0.3173967938156199
6,2,0.5996541821400135
0,1,0.1903908973125773
3,2,0.3154901505168958
4,1,0.2110827259634296
1,1,0.1974732746090175
1,1,0.1651403239334589
2,2,0.3338959190450439
3,2,0.3696518554604405
1,2,0.3147783992992027
0,2,0.1073475656155983
0,1,0.1662376966399054
0,2,0.0890714476072062
0,1,0.1181153819543424
1,2,0.2226332595387118
2,1,0.7066058098894941
6,2,0.5907317470119384
1,2,0.3522914644974766
3,1,0.2095935426800118
6,1,0.5940636788700756
6,2,0.3606555720436377
1,1,0.2806613010812721
2,1,0.3635968581804429
0,1,-0.0610157326345714
1,1,0.09292312673531
2,2,0.1319477505093916
2,2,0.4865254418771658
2,1,0.147525786924994
2,2,0.1602420179128172
3,2,0.4681655112877433
1,0,0.2687276508526316
0,1,0.042488727091202
1,1,0.1066611929306066
2,1,0.129125598641873
0,1,-0.0762637869876114
0,1,-0.0643246999335208
1,1,0.0353515287588235
0,1,0.0074403804075138
2,1,0.0903677559074605
1,1,0.1962131629236078
1,0,0.2036434426958382
1,0,0.3508401502745554
2,1,0.5231146519825768
2,2,0.5764775129492629
11,1,0.6405679012999346
2,1,0.3993348857116997
0,1,0.2711646841347241
0,1,0.2515136542635365
2,1,0.290831044671226
0,0,-0.1567962788314952
0,0,-0.1136085129439737
0,0,-0.0661566123642094
0,0,0.021583940796188
0,0,0.1057265381106963
0,1,0.3101031572355087
2,2,0.3905232571968423
4,2,0.4070635758963061
1,1,0.2934215794578704
1,2,0.2586267808620485
2,1,0.2413932834330211
2,2,0.5069703065558344
5,2,0.6202593653294272
3,2,0.2537838455673003
5,2,0.6798961059621205
6,2,0.6325128003215846
4,2,0.4331518725662295
7,2,0.5303470020307632
4,2,0.3896674495653576
4,2,0.6225588343029245
1,0,-0.0655530576866009
3,2,0.2056153313674848
0,2,0.3298336007408205
2,1,0.1994666690820117
1,1,0.0780575366085233
1,2,0.1906299926179965
2,1,0.4233008475245233
0,1,0.0376777534685471
0,1,0.1893742949364837
2,2,0.348783354862384
1,1,0.1830815510435395
3,0,0.1950599087176967
1,2,0.5038831568266463
2,0,0.0977069689955915
5,2,0.3431678148861151
2,2,0.4853502312535269
0,2,-0.0052790175501833
0,2,0.0486909772772606
0,2,0.2461740188007521
1,1,0.3239981986683716
0,0,0.2929551606227374
1,1,0.2321968641366431
17,1,0.7957510856136192
0,0,0.3384227773668925
2,0,0.1808222583673339
0,0,0.0513249549308277
4,0,0.0831686416820144
2,0,0.0976211363109239
0,0,0.0946277949293174
2,2,0.4931473342382869
3,1,0.4467313966901403
2,1,0.6717725630538174
0,2,0.0135221696696277
0,0,0.2904692563133969
7,2,0.6900647556821273
6,2,0.5773951577418548
6,2,0.5227427480124861
0,1,0.2371168141877489
5,1,0.5380961417086749
1,1,0.3401818753819239
4,1,0.3341144432853409
6,1,0.6182716929893206
7,2,0.3389072324576024
3,2,0.3076745117209779
12,2,0.8355608278565161
1,1,0.3241773143693219
2,2,0.2708075380411016
0,2,0.1887314074527456
1,1,0.1829046208773743
12,2,0.7795996761757661
5,1,0.3336715963670286
6,2,0.6652851308698051
3,2,0.3601286745232054
2,2,0.3166665380392799
5,1,0.2182031259200932
13,2,0.5833352833009209
0,1,0.1039985225830706
9,1,0.5956159692862278
2,1,0.4633187002185587
6,1,0.3231581523477455
1,0,0.3507889798865551
3,0,0.4624586520191455
2,1,0.2884349568383187
1,1,0.0658366233558651
2,2,0.3031167871431966
1,0,0.406810736364738
0,0,0.1184735642335485
0,1,0.2338310079771582
2,2,-0.0840103502040896
0,1,0.0132632965100964
3,1,0.3713338608123773
0,1,0.2737080116458756
7,1,0.4158443941978125
0,1,-0.0718496025917089
2,1,0.2118049173905477
4,2,0.4433408945998736
1,0,0.1782508185098939
0,0,0.0475494021573875
0,0,0.1125830062688761
1,0,0.0651675492514909
2,0,0.1960198736058759
1,1,0.2067186486280073
2,1,0.2608597467676062
4,1,0.4170927495102048
2,2,0.30927603783856
7,2,0.4478791489456468
0,0,0.0961768831877981
4,2,0.3523919883735498
0,0,0.1160650573305632
2,1,0.4912094148522845
0,0,0.2164082651886088
2,2,0.6491311745016138
2,2,0.3085718372536639
5,1,0.0320004892917005
4,2,0.3505916779564424
2,1,0.3053515358843352
1,1,0.3689203697197407
0,1,0.3205534638828377
5,1,0.3753235406248087
6,1,0.4754346982749172
4,1,0.6537318357090535
4,1,0.4754346982749172
7,2,0.5010642738703767
3,2,0.6131658875291494
2,1,0.4333308402427953
2,1,0.2960498750165851
5,0,0.5428432729605229
1,1,0.2986245916577691
1,0,0.0445424714206185
0,1,0.3167954825168353
2,2,0.5201660440793165
2,1,0.417838290371141
3,2,0.1038298871586166
3,2,-0.0693551098212949
1,0,0.3566649429882535
2,2,0.4849909377783585
4,2,0.3220173333332546
2,2,0.4696025848735041
3,2,0.6129864986375059
7,2,0.6632927858867709
0,1,0.3377791701573597
2,1,0.2644066519252753
2,2,0.4283241228289854
2,1,0.2223963155279587
2,2,0.2895858168013245
0,1,0.0383843284044204
0,1,0.3993981014254569
0,1,0.347230054992675
2,1,0.2853609837707777
7,1,0.2688351348692098
2,1,0.2243543137588327
0,0,0.0693313577091025
2,1,0.0174014240178828
3,2,0.4281482129464892
0,1,0.0836970387261129
2,1,0.3127863089818147
1,1,0.319417244725011
1,1,0.4114090350749401
0,0,0.0946245387397463
1,1,0.4510611686433006
1,1,0.4504020301259374
2,2,0.1624364839949971
2,1,0.2875772097287614
1,2,0.4836624275037296
6,2,0.4427863869429445
3,2,0.4059066488793063
3,2,0.3365823959915903
4,2,0.3012494247861285
4,1,0.4608358210588138
6,1,0.3936266186494344
3,0,-0.0599743226044739
1,2,0.3276266729253236
4,2,0.4273437044641898
2,1,0.0607793118979469
3,2,0.0562956188609247
2,2,0.2898858520793697
1,2,0.2863212029822983
3,2,0.3519911120757833
0,1,0.1855542272662393
0,1,0.0352152451479767
1,2,0.4319646948044257
0,2,0.2560833822042588
2,2,0.5538948340856843
1,1,0.3892437196036706
5,1,0.5921146289504373
2,2,0.2571603349867991
2,2,0.3624577748396568
3,1,0.0591666429929738
1,2,0.3403198995722158
1,1,0.3922183230025203
0,1,0.3473445732399224
0,2,0.2252226914913693
1,1,0.3451833867030612
0,1,0.5408653891215223
2,1,0.3473503918867728
1,2,0.1739896883163322
1,1,0.2627553456512257
0,1,0.0832482508294366
0,0,0.2787316545127544
2,0,0.3640104524811297
0,0,0.3395274420874271
1,1,-0.1536454819252078
0,0,-0.0627193670329158
2,1,-0.0136537733093272
0,0,-0.0594679565220821
2,2,0.2667643292908619
2,1,0.2767609948699733
2,1,0.2600771707869541
3,0,0.0043620773042642
13,2,0.456596650926406
5,1,-0.0465691175487582
9,2,0.7341171541923152
0,1,0.1576243436778979
0,1,0.027025414759376
0,1,0.3300541130289348
1,1,0.5696751683921439
4,1,0.5098586913916431
2,1,0.4190824483542623
0,1,0.2353021517441635
0,1,0.1998631933099441
0,1,0.0438751824530678
4,2,0.5957440464388182
0,2,0.3092618588138734
2,2,0.0944966257783582
1,2,0.0457973166659261
5,2,0.5628944039064497
3,2,0.0921588202738212
0,1,0.0528226354719147
1,2,0.193962282988293
4,2,0.5612145324869027
0,2,0.0779841401004162
2,2,0.2498711036632988
0,1,0.1693122838875079
1,2,0.2482345084815985
0,2,0.4633587565918662
11,1,0.5852281767491156
6,1,0.025559219882218
6,2,0.8405573240916523
4,1,0.0545011091281019
3,2,0.2084320364841007
0,2,0.1107796008156669
2,2,0.4110413709631868
1,2,0.3205837326829327
1,1,0.1179835752975571
2,1,0.4199344067831689
3,2,0.3349500600149077
0,1,0.0281057439878877
1,1,0.1199729016216932
0,1,0.0253135057330545
0,1,0.111240217318129
0,2,0.2041290537752427
0,2,0.108002882796614
1,2,0.0870614403759317
3,1,0.5242895069233123
1,2,-0.0706756175461617
0,2,0.0444272505626133
2,2,0.4714809700870223
5,1,0.5822242937120813
0,2,0.1807100474821347
2,1,0.3576536664586091
2,1,0.3068109118785178
4,1,0.3962305061018204
3,2,0.4943473251027302
1,2,0.4149190904473073
0,0,0.0944822096250735
1,1,0.2322922766174992
1,1,0.3471971110365245
2,2,0.3325775635191586
2,1,0.2354301909610359
2,2,0.6362552012260605
1,1,0.2126331099286512
3,2,0.3460759513596323
3,2,0.3766686616925812
0,1,0.0892429669383114
2,2,0.423314251054887
2,2,0.2640734591204239
1,1,0.3377391400467851
0,2,0.0257182130105874
7,2,0.4948243757601395
0,1,0.2568150740570422
1,1,0.2299899142896987
3,1,0.4043806940074281
2,0,0.3459777768930628
1,1,0.1151963091011794
0,1,0.0257182130105874
1,2,0.1663929894420494
2,2,0.0184738542744804
0,0,0.1078999737504074
0,0,0.1797081324719953
1,2,0.2243809888811122
6,2,0.375709705881241
5,2,0.324606144266711
3,2,0.268153430130264
3,1,0.3667195266496248
2,2,0.4782386400855894
2,2,0.4079150941782408
4,2,0.409164306946945
1,2,0.3007082180394967
1,2,0.2921599157767858
1,2,0.1894088684062523
0,1,0.2240544819037814
0,1,-0.1152192164995693
0,1,0.1312289148947872
1,1,-0.0164349563297175
0,1,-0.019750025204591
0,1,0.0613833299387159
0,1,0.175180578905523
0,1,0.1752792479146456
0,1,-0.0223188425588245
0,1,0.1366078174795695
7,2,0.7683054589458734
6,2,0.5685841106372759
3,1,0.2828667077170547
0,1,0.1105830819630968
0,1,-0.1235982566115584
0,2,-0.1642386500002815
0,2,0.0587658660482723
0,2,0.0894902571912566
0,2,0.2554107801704248
0,1,0.2835844477640393
2,1,0.317380128854024
1,1,0.0551798676264881
2,2,0.3046474401344483
7,2,0.5996541821400135
0,1,0.1903908973125773
2,2,0.2643736748703081
3,1,0.2807941795286126
4,1,0.3237449498311314
0,1,0.344051075833756
2,0,0.0060235412510141
4,2,0.3646823451217116
4,2,0.3345317125042709
4,1,0.7210016616384809
0,1,-0.0017753368123595
2,1,0.2226563977436214
0,1,0.3668050482476984
2,1,0.3174282140518089
7,2,0.5650918086745299
6,1,0.7000597347160983
2,0,0.0334735143805931
0,0,-0.0314080242487393
0,0,0.1824312467803027
2,0,0.0682556011248688
2,0,-0.1162886323907191
0,1,0.0466843950013459
3,2,0.5191501152440529
2,1,0.0509544317453933
4,1,0.2701286275154701
4,1,0.2653468829354166
6,1,0.1507558126121691
2,1,0.2178881810977217
0,1,-0.0478493118649604
0,1,0.100480182901459
2,2,0.1043299716073516
0,1,0.2632451349404748
2,2,0.2731721979769868
1,1,0.0975507671546088
1,2,0.3737569956359793
1,1,0.1997221347790142
2,1,0.3140896575250297
1,1,0.0810465941226362
0,1,0.2416031395300953
0,1,0.1761984179087984
4,1,0.3737490952306606
2,1,0.3040701006307872
3,1,0.2977781119456441
2,2,0.4417587979793382
2,1,0.4192101076693536
0,1,0.0038217813949954
2,2,0.4359923225140615
0,1,0.3545596145859754
0,1,0.0560746063594249
2,2,0.4625512850562749
0,1,0.0763242925360847
0,1,0.1169991173187517
4,2,0.738020765940274
1,1,0.0719472181794621
2,1,0.2661411983458335
0,1,0.1210840810457523
3,1,0.3882040185406398
2,1,0.5527874138036881
2,2,0.5083767307867285
1,2,0.2064606674080388
1,1,0.0458627618000006
1,0,0.1663033906551072
0,0,0.178234354280378
0,1,0.2826340962018693
0,2,0.5738923774208253
0,1,0.1423701201091085
0,1,0.0975486191202763
1,0,0.0088737670806523
0,0,-0.0110871239559827
2,2,0.5083233981461359
3,1,0.3909295332338761
2,2,0.5941473902748565
0,2,0.5246302093593278
3,2,0.4435378667698322
1,1,-0.0015066324878815
1,1,0.1867296259384019
4,2,0.4253492228300012
2,1,-0.1428134997484412
4,1,0.3063559337485606
5,1,0.3887333804859069
7,1,0.5153718149879846
5,1,0.3577716909284925
2,0,0.223371063970996
3,2,0.1958744382465987
3,1,0.3260067789340154
5,2,0.4054854013407615
3,2,0.1939997271435618
2,0,0.1886847618271919
6,1,0.3382879007220976
3,1,0.4418202114974212
6,1,0.3593941371478721
4,0,0.3102889458423163
2,2,0.0692691816593049
1,2,0.4040297074880286
4,2,0.3639270221214448
2,1,0.376780907800641
6,2,0.6490540853036825
1,1,0.0363871707460025
1,1,0.1588223303416416
0,1,0.3605721139819726
3,2,0.2953662070598692
1,2,0.4340972118098633
7,2,0.6099748782218487
0,2,-0.0163325813978966
0,1,0.1705010030917791
0,1,0.3166732732590968
1,1,0.2978090993847612
4,2,0.6721336253525859
6,2,0.5668266932891983
0,0,0.1581971622102151
1,2,0.4513466111198798
4,2,0.6416762047140188
3,2,0.7653734786235306
4,2,0.3800588537847563
0,1,0.4966762751273472
1,1,0.6268691616668208
1,2,0.3959271142595029
0,2,0.4034749920809232
0,1,0.1521898425232355
1,1,0.6494643333810415
2,2,0.3288583709161109
7,2,0.6125281247669665
6,2,0.6485532283058658
5,1,0.4881718016434188
3,2,0.3575454509431001
0,2,0.166873692809799
0,1,0.0888381815250318
2,2,0.3077967567377083
0,2,0.0457810547126313
1,2,0.1575706912911287
0,2,0.1079832515162861
2,2,0.3749135729667723
2,2,0.0351370040431295
0,1,0.13514175084978
0,2,0.1848291703666044
1,1,0.6051752004477118
1,2,0.1510023767657722
2,1,0.2301144709573991
2,1,0.3319360280998876
1,1,0.1037671732904489
1,2,0.1698702898033965
4,1,0.3422535412500315
0,0,-0.1376788260132138
2,0,0.3393331216811804
0,2,-0.0797593384364378
0,1,0.2704764749436898
2,1,0.3694642825952112
2,2,0.5529430603787534
0,1,-0.1296019274978436
0,1,-0.2447399937748471
0,1,-0.1727345001805335
1,2,0.3289581313612437
3,1,0.1937362962691146
2,1,0.1374625677775287
0,1,0.2354582695772868
0,1,0.0680300918617182
2,1,0.3096107827246249
1,1,0.2155670315765383
2,1,0.274009486772759
0,0,0.1083643898132632
0,0,0.1448361339219954
0,0,0.1448361339219954
0,0,0.1548940353626219
0,0,0.0102844443720922
0,0,-0.1051087891148778
1,1,0.0710616461130675
1,1,0.1389068482154136
2,1,0.0966310796500703
0,1,0.1981520197432566
1,2,0.0442954093075071
0,1,0.3133499584608954
0,1,-0.0900809394649301
0,1,0.188145162235205
0,1,0.1845569481986698
0,1,0.1023631251954606
0,1,0.1263701700006396
0,1,0.1095794024491025
1,2,0.5260821866178468
2,1,0.39327800650948
2,2,0.3349489051086239
1,2,0.376223051523326
2,1,0.4590327715372655
2,2,0.2899459627866567
0,1,0.0831292082581035
0,1,-0.0200210460608925
2,1,0.0090000265894401
1,0,0.1265182822990737
5,2,0.4655801397790141
2,1,0.107678001313266
0,1,-0.0445796693990949
0,1,0.005998050502155
0,1,0.1643142133992038
0,1,0.1150433414039608
0,1,0.0243215827951533
8,2,0.6026214123265129
0,1,-0.0053958215361244
1,2,0.2946309000824093
2,2,0.3853391861415151
4,2,0.2769796694479451
3,2,0.2664029194695141
0,1,0.1039985225830706
2,2,0.0090000265894401
3,2,0.5250925143224754
2,2,0.3550944899549016
1,2,0.241506928670947
4,2,0.4702150156733001
4,1,0.4040075054134492
1,2,0.2718240108659515
0,2,0.1525278406418195
2,2,0.5303445043712195
0,1,0.29670607578448
2,2,0.2292179823537458
0,1,-0.0420939963820859
1,2,0.3987578495625185
0,2,-0.0963847265846111
1,2,0.400207743252268
3,2,0.2457549095781598
0,1,-0.0762153457352798
1,1,0.0996399832157168
2,2,0.3023073906743576
4,2,0.3104169613141066
1,2,0.4212541241426509
0,2,0.0259103935773491
1,2,0.4820215763398797
3,1,0.719471798300037
3,1,0.4362648412001753
3,1,0.2968501098364333
0,1,0.1319324066975357
1,1,0.252208543347811
2,1,0.2091239509051276
1,1,-0.0275240997465837
1,1,0.1336978862660006
0,1,0.1274126646388945
0,0,-0.0813861749600873
5,1,0.2920326694467603
5,2,0.5856671081407024
1,1,0.4340926381357552
4,2,0.394634072620977
0,1,-0.0097739292741647
0,1,-0.0204582064045943
1,1,0.0633835867469766
0,1,-0.0224010652341437
1,0,-0.0068125594486406
4,1,0.2072677704731789
2,1,0.235947601692552
2,1,0.1200693868431774
2,0,0.074397835832631
3,1,0.1174654751118453
1,1,0.1175194153911665
0,1,-0.0131712410852193
0,1,0.1084387713609597
1,0,-0.1707726181971211
0,0,0.1227657990895205
0,0,-0.0487885706398717
1,1,0.0423335324475553
1,1,0.1069042958285159
1,1,0.3655042449764863
1,1,0.2011592250786924
1,2,0.0676499184797913
0,1,0.2063438262857491
0,1,0.2821516887600236
0,1,0.2041847634749294
2,1,0.1657129888654953
0,2,0.1624621848545384
1,1,0.0754176277892835
4,2,0.2560440696969648
1,1,0.1152244420027248
3,2,0.1711446300747857
0,1,0.1688219142251827
2,2,0.1664731508283762
5,2,0.5214388165484205
0,1,-0.036016617528099
2,2,0.2660875213041442
1,1,0.2392171155341067
0,2,0.2272164684026895
2,2,0.2787574826019378
1,2,0.1503110259046579
2,1,0.4282393834427993
0,2,0.1338429159512055
1,1,0.2602210474424415
1,1,0.0732453431651559
0,1,0.3986582616467947
0,1,-0.1044381527785963
0,1,0.1107751271926082
0,2,0.1886133387083148
0,2,-0.0966126399076909
1,1,0.3322028712724987
2,2,0.3519695270468791
4,1,0.3892191994124716
3,1,0.2896949793523644
0,0,-0.0373575238516516
1,1,0.3879897563423808
1,0,0.2425633111658437
5,1,0.4150397925717256
1,1,0.2078171264330994
0,1,-0.0171003542871488
0,1,-0.1428336673418582
0,0,-0.0326383921120801
0,0,-0.1702993269794404
0,0,0.3009274733079699
0,0,-0.0543282522542464
1,0,0.3600816278178634
0,0,0.1778170862605569
0,0,-0.1473884774081353
0,0,0.4005641726709954
0,0,-0.1022312258871327
0,0,-0.1163299498089326
0,0,0.0646464714332264
0,0,-0.2918429275828182
0,0,-0.0404981001176214
0,0,0.1098017348540539
1,1,0.3542811391398838
2,1,0.1750264686970765
1,1,0.3894696069487372
1,1,0.0373337764654107
1,2,0.3077365157944072
2,2,0.3953875714010424
1,1,0.0354322107817402
1,2,0.1568890541523311
2,2,0.2475294397248357
1,2,0.1525748190977379
0,0,0.1739717002695359
6,1,0.4978492273706552
2,2,0.342133999900516
3,2,0.5764775129492629
2,2,0.2802571467690459
2,2,0.2846099697762905
1,2,0.0365310655336878
0,2,0.0898335657096663
1,2,0.2425605409274607
1,2,0.2735263500582052
0,1,-0.0983755343143579
0,2,-0.0087392781926922
4,2,0.5806263506787795
6,2,0.3858801499076882
3,2,0.6800347832202199
2,2,0.5795601129014559
1,2,0.6614213682867723
1,1,0.0926733549386831
5,2,0.3925792686513534
2,2,0.1528499816510846
2,1,0.1295501986812648
9,1,0.6370223402506995
5,2,0.5134128846796776
6,2,0.6945354275392666
6,2,0.6848245173932371
3,2,0.4050967690787632
1,2,0.4128065489419768
2,2,0.4322056460907757
2,2,0.0228420898888895
6,2,0.4936716534449624
0,2,0.0424279504927974
3,2,0.0870392932167094
2,2,0.1337934865365101
0,0,-0.0529696056040802
0,0,-0.084698020323989
0,0,-0.0092863215668081
0,1,0.1459846103947806
1,1,0.2422122982386033
3,1,0.3341886711235483
2,0,0.2307234279574541
3,2,0.5277179488767751
3,0,0.1380991829025908
0,1,0.3106985586270682
1,1,0.2284492235182745
5,2,0.316119353336378
0,0,0.1199301103784596
2,1,0.3065568822193222
1,1,0.3872002824340717
3,2,0.5469580299983089
2,2,0.395392338129269
1,0,-0.0765460591926337
2,1,0.2505397680641995
0,2,0.0649337115543854
3,2,0.2194807486567214
5,1,0.4781929864851511
0,1,0.0550470731404027
1,1,0.4202721218082463
5,1,0.0320875934025265
5,2,0.3443319708451068
7,2,0.5274049653994884
3,2,0.3609013141865711
3,2,0.3917145650128288
1,2,0.3696727707279318
3,2,0.5577572477168138
4,1,0.6443882196300593
0,1,0.1400436261457265
4,2,0.7236374819860785
5,2,0.5788386723321788
2,2,0.3581755336754231
0,1,0.0911230219297313
1,1,0.2638181772071867
1,1,0.2490895488400177
1,1,0.1603776134195925
1,1,0.2360838140727472
1,2,0.2316167240629457
2,2,0.2558683748586032
1,2,0.2998400374319529
0,1,0.1663764286237174
0,0,0.0492614341562142
2,1,0.2494840076596354
0,1,0.2233955710989986
0,1,0.0719947602507328
6,1,0.5481935709353023
0,1,0.2853851275608808
1,1,0.1191039711686742
4,1,0.3985335489657549
10,2,0.6551764344302197
4,1,0.2741425714455012
1,1,0.0920304369597829
3,1,0.1746039046713111
4,1,0.2297454420382125
0,1,-0.115861805883209
4,1,0.4542377150823252
4,2,0.2902260663713554
3,2,0.3129385777879557
2,2,0.2949398359391844
0,2,0.0839047200999909
3,2,0.4833727235971741
3,2,0.1468339136531217
7,2,0.6013065974825479
3,2,0.3838481286911194
2,1,0.5533340953651534
0,1,0.228158581794782
0,1,0.2621002406122595
0,1,0.230441429015736
